"File","Pattern","Occurrences"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\dairyRoutes.js","(?i)\brouter\.","12"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\decisionSupportRoutes.js","(?i)\brouter\.","9"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\decisionSupportRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","9"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\decisionSupportRoutes.js","(?i)/api/","10"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\defenseFitnessPrepRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","6"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\defenseFitnessPrepRoutes.js","(?i)\brouter\.","6"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\demandRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","3"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\demandRoutes.js","(?i)\brouter\.","3"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\dprGenerationRoutes.js","(?i)\brouter\.","5"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\dprGenerationRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","5"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\ecommerceAIRoutes.js","(?i)\brouter\.","8"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\ecommerceAIRoutes.js","(?i)/api/","8"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\ecommerceAIRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","8"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\ecommerceBusinessSalesRoutes.js","(?i)\brouter\.","8"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\ecommerceBusinessSalesRoutes.js","(?i)/api/","8"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\ecommerceBusinessSalesRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","8"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\ecommerceERPRoutes.js","(?i)/api/","6"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\ecommerceERPRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","6"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\ecommerceERPRoutes.js","(?i)\brouter\.","6"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\ecommerceIntegrationRoutes.js","(?i)\brouter\.","10"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\ecommerceIntegrationRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","10"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\ecommerceIntegrationRoutes.js","(?i)/api/","10"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\ecommerceMarketingRoutes.js","(?i)\brouter\.","10"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\ecommerceMarketingRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","10"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\ecommerceMarketingRoutes.js","(?i)/api/","10"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\ecommerceRoutes.js","(?i)\brouter\.","11"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\ecommerceRoutes.js","(?i)/api/","11"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\ecommerceRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","11"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\energyRoutes.js","(?i)\brouter\.","6"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\energyRoutes.js","(?i)/api/","6"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\energyRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","6"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\enterpriseAIRoutes.js","(?i)\bRoute\s*\(","1"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\enterpriseAIRoutes.js","(?i)\brouter\.","14"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\enterpriseAIRoutes.js","(?i)/api/","2"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\enterpriseAIRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","14"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\enterpriseControlRoutes.js","(?i)/api/","27"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\enterpriseControlRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","29"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\enterpriseControlRoutes.js","(?i)\brouter\.","29"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\equipmentExchangeRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","6"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\equipmentExchangeRoutes.js","(?i)\brouter\.","6"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\experienceRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","14"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\experienceRoutes.js","(?i)\brouter\.","14"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\farmerHealthRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","8"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\farmerHealthRoutes.js","(?i)\brouter\.","8"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\farmerPortalEnhancements.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","20"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\farmerPortalEnhancements.js","(?i)\brouter\.","20"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\farmerRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","7"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\farmerRoutes.js","(?i)\brouter\.","7"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\farmerTrainingRoutes.js","(?i)\brouter\.","11"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\farmerTrainingRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","11"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\fertilizerRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","7"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\fertilizerRoutes.js","(?i)\brouter\.","7"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\foluBenchmarkRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","2"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\foluBenchmarkRoutes.js","(?i)\brouter\.","2"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\foluRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","5"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\foluRoutes.js","(?i)\brouter\.","5"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\foodRoutes.js","(?i)\brouter\.","7"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\foodRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","7"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\foodRoutes.js","(?i)/api/","7"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\freightPoolingRoutes.js","(?i)\brouter\.","6"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\freightPoolingRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","6"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\geofencingRoutes.js","(?i)\brouter\.","6"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\geofencingRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","6"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\glutWarningRoutes.js","(?i)\brouter\.","2"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\glutWarningRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","2"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\goatRoutes.js","(?i)\brouter\.","23"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\goatRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","23"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\goatRoutes.js","(?i)/api/","21"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\governanceModule.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","24"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\governanceModule.js","(?i)\brouter\.","24"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\gstRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","16"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\gstRoutes.js","(?i)\brouter\.","16"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\healthRoutes.js","(?i)\brouter\.","6"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\healthRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","6"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\hrRoutes.js","(?i)/api/","8"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\hrRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","9"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\hrRoutes.js","(?i)\brouter\.","9"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\informationSharingRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","22"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\informationSharingRoutes.js","(?i)\brouter\.","22"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\insuranceEnhancements.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","18"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\insuranceEnhancements.js","(?i)\brouter\.","18"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\knowledgeRoutes.js","(?i)\brouter\.","22"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\knowledgeRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","22"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\logisticsEnhancementRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","26"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\logisticsEnhancementRoutes.js","(?i)\brouter\.","26"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\logisticsEnhancements.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","21"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\logisticsEnhancements.js","(?i)\brouter\.","21"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\marketDataRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","6"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\marketDataRoutes.js","(?i)\brouter\.","6"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\marketplaceEnhancements.js","(?i)\brouter\.","23"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\marketplaceEnhancements.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","23"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\nervousSystemRoutes.js","(?i)\brouter\.","22"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\nervousSystemRoutes.js","(?i)/api/","22"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\nervousSystemRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","22"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\nutrientValueSalesRoutes.js","(?i)/api/","9"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\nutrientValueSalesRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","9"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\nutrientValueSalesRoutes.js","(?i)\brouter\.","9"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\organizationManagementRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","10"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\organizationManagementRoutes.js","(?i)\brouter\.","10"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\pigRoutes.js","(?i)\brouter\.","23"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\pigRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","23"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\pigRoutes.js","(?i)/api/","21"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\platformConfigurationRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","10"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\platformConfigurationRoutes.js","(?i)\brouter\.","10"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\platformCoreRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","11"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\platformCoreRoutes.js","(?i)\brouter\.","11"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\platformFoundationRoutes.js","(?i)\brouter\.","29"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\platformFoundationRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","29"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\platformTelemetryRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","5"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\platformTelemetryRoutes.js","(?i)\brouter\.","5"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\poultryRoutes.js","(?i)\brouter\.","21"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\poultryRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","21"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\poultryRoutes.js","(?i)/api/","19"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\productMediaAIRoutes.js","(?i)\brouter\.","6"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\productMediaAIRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","6"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\projectSystemsRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","14"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\projectSystemsRoutes.js","(?i)\brouter\.","14"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\recoveredFinanceRoutes.js","(?i)\brouter\.","13"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\recoveredFinanceRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","13"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\recoveredFinanceRoutes.js","(?i)/api/","5"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\regionalVarietyRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","5"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\regionalVarietyRoutes.js","(?i)\brouter\.","5"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\researchAndDevelopmentRoutes.js","(?i)\brouter\.","23"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\researchAndDevelopmentRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","23"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\returnLoadBoardRoutes.js","(?i)\brouter\.","4"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\returnLoadBoardRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","4"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\revenueRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","2"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\revenueRoutes.js","(?i)\brouter\.","2"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\rfqRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","9"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\rfqRoutes.js","(?i)\brouter\.","9"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\riskPricingRoutes.js","(?i)\brouter\.","11"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\riskPricingRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","11"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\sapModuleArchitectureRoutes.js","(?i)\brouter\.","19"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\sapModuleArchitectureRoutes.js","(?i)/api/","19"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\sapModuleArchitectureRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","19"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\seedVaultRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","6"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\seedVaultRoutes.js","(?i)\brouter\.","6"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\sellerRankingRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","2"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\sellerRankingRoutes.js","(?i)\brouter\.","2"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\sheepRoutes.js","(?i)/api/","22"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\sheepRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","24"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\sheepRoutes.js","(?i)\brouter\.","24"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\systemAdministrationRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","8"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\systemAdministrationRoutes.js","(?i)\brouter\.","8"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\tenantManagementRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","9"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\tenantManagementRoutes.js","(?i)\brouter\.","9"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\trackDartRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","1"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\trackDartRoutes.js","(?i)\brouter\.","1"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\unifiedLedgerRoutes.js","(?i)/api/","11"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\unifiedLedgerRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","13"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\unifiedLedgerRoutes.js","(?i)\brouter\.","13"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\vendorRoutes.js","(?i)\brouter\.","11"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\vendorRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","11"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\visionRoutes.js","(?i)\bRoute\s*\(","5"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\visionRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","5"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\visionRoutes.js","(?i)\brouter\.","5"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\wearableIntegrationRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","9"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\wearableIntegrationRoutes.js","(?i)\brouter\.","9"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\weatherRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","11"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\weatherRoutes.js","(?i)\brouter\.","11"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\wikipediaRoutes.js","(?i)\brouter\.","2"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\routes\wikipediaRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","2"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\advancedAIService.js","(?i)\brouter\.","8"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\advancedAIService.js","(?i)/api/","8"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\advancedAIService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","8"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\advancedVoiceAI.js","(?i)\brouter\.","6"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\advancedVoiceAI.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","6"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\advancedVoiceAI.js","(?i)/api/","5"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\aiAdvisoryService.js","(?i)\brouter\.","8"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\aiAdvisoryService.js","(?i)/api/","2"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\aiAdvisoryService.js","(?i)\bapp\.","1"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\aiAdvisoryService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","9"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\aiAgenticCompanionService.js","(?i)\bapp\.","4"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\aiAgenticCompanionService.js","(?i)/api/","4"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\aiAgenticCompanionService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","4"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\aiCopilotService.js","(?i)\brouter\.","11"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\aiCopilotService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","11"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\aiService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","5"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\aiService.js","(?i)\brouter\.","5"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\analyticsMonitoringService.js","(?i)\bapp\.","4"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\analyticsMonitoringService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","4"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\analyticsMonitoringService.js","(?i)/api/","4"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\arVrService.js","(?i)\brouter\.","10"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\arVrService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","10"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\authService.js","(?i)\brouter\.","10"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\authService.js","(?i)\bapp\.","1"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\authService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","10"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\biodiversityService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","17"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\biodiversityService.js","(?i)\brouter\.","17"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\blockchainTraceabilityService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","10"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\blockchainTraceabilityService.js","(?i)\brouter\.","10"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\buyingClubService.js","(?i)\brouter\.","10"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\buyingClubService.js","(?i)\bapp\.","1"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\buyingClubService.js","(?i)/api/","2"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\buyingClubService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","11"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\catalogIntelligenceService.js","(?i)\brouter\.","8"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\catalogIntelligenceService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","8"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\commerceRulesService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","6"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\commerceRulesService.js","(?i)\brouter\.","6"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\consumerHealthService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","15"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\consumerHealthService.js","(?i)\brouter\.","15"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\conversationalAIService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","10"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\conversationalAIService.js","(?i)\brouter\.","10"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\costControlService.js","(?i)/api/","1"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\custodyEventRoutes.js","(?i)\bapp\.","1"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\custodyEventRoutes.js","(?i)/api/","12"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\custodyEventRoutes.js","(?i)\brouter\.","6"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\custodyEventRoutes.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","7"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\decisionSupportService.js","(?i)/api/","2"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\decisionSupportService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","1"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\decisionSupportService.js","(?i)\bapp\.","1"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\defenseFitnessPrepService.js","(?i)\bapp\.","1"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\digitalProductPassportService.js","(?i)(app|router)\.(get|post|put|patch|delete|use)\s*\(","25"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\digitalProductPassportService.js","(?i)\brouter\.","25"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\digitalTwinService.js","(?i)\bapp\.","7"
