"Prefix","Variable","ImportType","ImportPath","ResolvedFile","IndexLine"
"/api/v1/backend-modules/M108","legacyModuleM108Routes","DIRECT_REQUIRE","./modules/M108/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M108\routes.js","1233"
"/api/v1/backend-modules/M109","legacyModuleM109Routes","DIRECT_REQUIRE","./modules/M109/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M109\routes.js","1234"
"/api/v1/backend-modules/M110","legacyModuleM110Routes","DIRECT_REQUIRE","./modules/M110/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M110\routes.js","1235"
"/api/v1/backend-modules/M111","legacyModuleM111Routes","DIRECT_REQUIRE","./modules/M111/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M111\routes.js","1236"
"/api/v1/backend-modules/M112","legacyModuleM112Routes","DIRECT_REQUIRE","./modules/M112/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M112\routes.js","1237"
"/api/v1/backend-modules/M113","legacyModuleM113Routes","DIRECT_REQUIRE","./modules/M113/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M113\routes.js","1238"
"/api/v1/backend-modules/M114","legacyModuleM114Routes","DIRECT_REQUIRE","./modules/M114/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M114\routes.js","1239"
"/api/v1/backend-modules/M115","legacyModuleM115Routes","DIRECT_REQUIRE","./modules/M115/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M115\routes.js","1240"
"/api/v1/backend-modules/M116","legacyModuleM116Routes","DIRECT_REQUIRE","./modules/M116/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M116\routes.js","1241"
"/api/v1/backend-modules/M117","legacyModuleM117Routes","DIRECT_REQUIRE","./modules/M117/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M117\routes.js","1242"
"/api/v1/backend-modules/M118","legacyModuleM118Routes","DIRECT_REQUIRE","./modules/M118/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M118\routes.js","1243"
