"Family","File","RelativePath","Name","SizeBytes","Lines","SHA256","Mounted"
"TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\comprehensiveERPRoutes.js","routes\comprehensiveERPRoutes.js","comprehensiveERPRoutes.js","650","38","83BF0D1D8C0A7CA755884FC5393F5BD67ED345EFAF18C04EED29ED46343D3509","True"
"TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\contractFarmingRoutes.js","routes\contractFarmingRoutes.js","contractFarmingRoutes.js","5824","143","5171A76FEEE620BF004B218D66C1F3951337014480E239D86556DFDF3CB867B5","True"
"TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\conversationalAIDomainRoutes.js","routes\conversationalAIDomainRoutes.js","conversationalAIDomainRoutes.js","1359","34","E247913F3A69649B6E8714524C7A2454ADC4534C0F2C9535C6988CD00898AB8A","True"
"TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\cooperativeShareDomainRoutes.js","routes\cooperativeShareDomainRoutes.js","cooperativeShareDomainRoutes.js","1469","36","48444F8BFCDB1CDEAF8EFCDC01D02757EF1DE5474B7BCD0E260EBD3BEAFB10F4","True"
"TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\cooperativeShareRoutes.js","routes\cooperativeShareRoutes.js","cooperativeShareRoutes.js","2820","81","C0E572782215B82FF7DAA1DDCF3D94AB2ACF0092E44CA2C0CFFA8FF61FD10679","True"
"TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\costControlDomainRoutes.js","routes\costControlDomainRoutes.js","costControlDomainRoutes.js","2480","46","62749125E73DF46E21E4F213347ABB3A5DC26FEBB34A9F7DFBB4182B95C8E449","True"
"TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\costControlRoutes.js","routes\costControlRoutes.js","costControlRoutes.js","5755","157","A4EEBA07F98D42C8B2E4490E4B57FE1234A1F31A5D08AE32F791CA8BA43B3A5F","True"
"TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\costRoutes.js","routes\costRoutes.js","costRoutes.js","1924","47","0D629BB4DA3CDA383A8EE5179F818D1A411CE26AF56BD9741A7CAF9F7B9805C0","True"
"TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\cropDomainRoutes.js","routes\cropDomainRoutes.js","cropDomainRoutes.js","5881","161","4A55B0DB9AA6516E9EE92122664E8A788A2A009E98F0A4E9DAC3E599A7D51813","True"
"TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\cropManagementRoutes.js","routes\cropManagementRoutes.js","cropManagementRoutes.js","642","38","8C215DF0E1E1A924FDC5DA31D87026ACA6DE3497B91D57158B646C4B818945E3","True"
"TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\cropPlanningRoutes.js","routes\cropPlanningRoutes.js","cropPlanningRoutes.js","3326","93","9C29CFCD10E40C170EF522BC73FFF2581D7C07BDA7E13940AFEA2142697BB9D6","True"
"TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\cropRecommendations.js","routes\cropRecommendations.js","cropRecommendations.js","1383","33","D4F9A71AC12E24FDFCB0A5675AF0E38C944CD4A02B2ED2F2FCE83533330B0514","True"
"TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\cropValueResearchDomainRoutes.js","routes\cropValueResearchDomainRoutes.js","cropValueResearchDomainRoutes.js","934","27","4BC70BF7509A393E2E887542FDCC4303716F19B2CA042767A7CE1B7811642166","True"
"TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\cropValueResearchRoutes.js","routes\cropValueResearchRoutes.js","cropValueResearchRoutes.js","652","38","03A6A0796A2A882B5D7B3AE856F3C232084ED3298C954D6EE4899F128D161E79","True"
"TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\dairyDomainRoutes.js","routes\dairyDomainRoutes.js","dairyDomainRoutes.js","3670","110","931F981804692672134C617C7810A4FFAD19BB1D23C46E13B13F020E5B240EA6","True"
