"QualifiedTable","DefinitionCount","SourceFile","SourceRelativePath"
"public.schemes","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\schema.sql","backend\src\database\schema.sql"
"public.schemes","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\000_base_schema.sql","backend\src\database\migrations\000_base_schema.sql"
"public.subsidy_claims","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\schema.sql","backend\src\database\schema.sql"
"public.subsidy_claims","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\000_base_schema.sql","backend\src\database\migrations\000_base_schema.sql"
"public.audit_logs","6","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\schema.sql","backend\src\database\schema.sql"
"public.audit_logs","6","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\000_base_schema.sql","backend\src\database\migrations\000_base_schema.sql"
"public.audit_logs","6","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\014_audit_system.sql","backend\src\database\migrations\014_audit_system.sql"
"public.audit_logs","6","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\014_platform_foundation_modules.sql","backend\src\database\migrations\014_platform_foundation_modules.sql"
"public.audit_logs","6","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\1002_system_administration.sql","backend\src\database\migrations\1002_system_administration.sql"
"public.audit_logs","6","C:\Users\DIYA GOEL\Downloads\EBDESIGN\docs\db-core-tables.sql","docs\db-core-tables.sql"
"public.erp_sync_logs","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\schema.sql","backend\src\database\schema.sql"
"public.erp_sync_logs","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\000_base_schema.sql","backend\src\database\migrations\000_base_schema.sql"
"public.ai_predictions","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\schema.sql","backend\src\database\schema.sql"
"public.ai_predictions","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\000_base_schema.sql","backend\src\database\migrations\000_base_schema.sql"
"public.recommendations","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\schema.sql","backend\src\database\schema.sql"
"public.recommendations","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\000_base_schema.sql","backend\src\database\migrations\000_base_schema.sql"
"public.analytics_events","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\schema.sql","backend\src\database\schema.sql"
"public.analytics_events","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\000_base_schema.sql","backend\src\database\migrations\000_base_schema.sql"
"public.temperature_monitoring","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\shelf_life_schema.sql","backend\src\database\shelf_life_schema.sql"
"public.temperature_monitoring","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\043_shelf_life_schema.sql","backend\src\database\migrations\043_shelf_life_schema.sql"
"public.humidity_monitoring","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\shelf_life_schema.sql","backend\src\database\shelf_life_schema.sql"
"public.humidity_monitoring","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\043_shelf_life_schema.sql","backend\src\database\migrations\043_shelf_life_schema.sql"
"public.packaging_analysis","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\shelf_life_schema.sql","backend\src\database\shelf_life_schema.sql"
"public.packaging_analysis","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\043_shelf_life_schema.sql","backend\src\database\migrations\043_shelf_life_schema.sql"
"public.transport_analysis","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\shelf_life_schema.sql","backend\src\database\shelf_life_schema.sql"
"public.transport_analysis","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\043_shelf_life_schema.sql","backend\src\database\migrations\043_shelf_life_schema.sql"
"public.storage_analysis","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\shelf_life_schema.sql","backend\src\database\shelf_life_schema.sql"
"public.storage_analysis","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\043_shelf_life_schema.sql","backend\src\database\migrations\043_shelf_life_schema.sql"
"public.spoilage_risk_predictions","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\shelf_life_schema.sql","backend\src\database\shelf_life_schema.sql"
"public.spoilage_risk_predictions","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\043_shelf_life_schema.sql","backend\src\database\migrations\043_shelf_life_schema.sql"
"public.value_factors","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\value_commerce_schema.sql","backend\src\database\value_commerce_schema.sql"
"public.value_factors","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\044_value_commerce_schema.sql","backend\src\database\migrations\044_value_commerce_schema.sql"
"public.value_calculation_models","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\value_commerce_schema.sql","backend\src\database\value_commerce_schema.sql"
"public.value_calculation_models","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\044_value_commerce_schema.sql","backend\src\database\migrations\044_value_commerce_schema.sql"
"public.product_value_scores","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\value_commerce_schema.sql","backend\src\database\value_commerce_schema.sql"
"public.product_value_scores","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\044_value_commerce_schema.sql","backend\src\database\migrations\044_value_commerce_schema.sql"
"public.value_pricing_rules","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\value_commerce_schema.sql","backend\src\database\value_commerce_schema.sql"
"public.value_pricing_rules","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\044_value_commerce_schema.sql","backend\src\database\migrations\044_value_commerce_schema.sql"
"public.product_value_pricing","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\value_commerce_schema.sql","backend\src\database\value_commerce_schema.sql"
"public.product_value_pricing","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\044_value_commerce_schema.sql","backend\src\database\migrations\044_value_commerce_schema.sql"
"public.value_tiers","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\value_commerce_schema.sql","backend\src\database\value_commerce_schema.sql"
"public.value_tiers","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\044_value_commerce_schema.sql","backend\src\database\migrations\044_value_commerce_schema.sql"
"public.consumer_value_preferences","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\value_commerce_schema.sql","backend\src\database\value_commerce_schema.sql"
"public.consumer_value_preferences","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\044_value_commerce_schema.sql","backend\src\database\migrations\044_value_commerce_schema.sql"
"public.value_recommendations","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\value_commerce_schema.sql","backend\src\database\value_commerce_schema.sql"
"public.value_recommendations","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\044_value_commerce_schema.sql","backend\src\database\migrations\044_value_commerce_schema.sql"
"public.value_commerce_analytics","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\value_commerce_schema.sql","backend\src\database\value_commerce_schema.sql"
"public.value_commerce_analytics","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\044_value_commerce_schema.sql","backend\src\database\migrations\044_value_commerce_schema.sql"
"public.voice_sessions","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\voice_ai_schema.sql","backend\src\database\voice_ai_schema.sql"
"public.voice_sessions","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\045_voice_ai_schema.sql","backend\src\database\migrations\045_voice_ai_schema.sql"
"public.voice_commands","3","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\voice_ai_schema.sql","backend\src\database\voice_ai_schema.sql"
"public.voice_commands","3","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\015_advanced_features.sql","backend\src\database\migrations\015_advanced_features.sql"
"public.voice_commands","3","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\045_voice_ai_schema.sql","backend\src\database\migrations\045_voice_ai_schema.sql"
"public.speech_recognition_logs","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\voice_ai_schema.sql","backend\src\database\voice_ai_schema.sql"
"public.speech_recognition_logs","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\045_voice_ai_schema.sql","backend\src\database\migrations\045_voice_ai_schema.sql"
"public.voice_responses","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\voice_ai_schema.sql","backend\src\database\voice_ai_schema.sql"
"public.voice_responses","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\045_voice_ai_schema.sql","backend\src\database\migrations\045_voice_ai_schema.sql"
"public.voice_intents","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\voice_ai_schema.sql","backend\src\database\voice_ai_schema.sql"
"public.voice_intents","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\045_voice_ai_schema.sql","backend\src\database\migrations\045_voice_ai_schema.sql"
"public.voice_analytics","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\voice_ai_schema.sql","backend\src\database\voice_ai_schema.sql"
"public.voice_analytics","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\045_voice_ai_schema.sql","backend\src\database\migrations\045_voice_ai_schema.sql"
"public.voice_preferences","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\voice_ai_schema.sql","backend\src\database\voice_ai_schema.sql"
"public.voice_preferences","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\045_voice_ai_schema.sql","backend\src\database\migrations\045_voice_ai_schema.sql"
"public.product_reviews","3","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\009_marketplace_enhancements.sql","backend\src\database\migrations\009_marketplace_enhancements.sql"
"public.product_reviews","3","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\3100_ecommerce_tables.sql","backend\src\database\migrations\3100_ecommerce_tables.sql"
"public.product_reviews","3","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M052\model.sql","backend\src\modules\M052\model.sql"
"public.review_reports","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\009_marketplace_enhancements.sql","backend\src\database\migrations\009_marketplace_enhancements.sql"
"public.review_reports","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\3100_ecommerce_tables.sql","backend\src\database\migrations\3100_ecommerce_tables.sql"
"public.bulk_orders","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\009_marketplace_enhancements.sql","backend\src\database\migrations\009_marketplace_enhancements.sql"
"public.bulk_orders","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\3100_ecommerce_tables.sql","backend\src\database\migrations\3100_ecommerce_tables.sql"
"public.land_records","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\011_farmer_portal_enhancements.sql","backend\src\database\migrations\011_farmer_portal_enhancements.sql"
"public.land_records","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M031\model.sql","backend\src\modules\M031\model.sql"
"public.villages","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\012_governance_module.sql","backend\src\database\migrations\012_governance_module.sql"
"public.villages","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M041\model.sql","backend\src\modules\M041\model.sql"
"public.above","15","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\013_logistics_enhancements.sql","backend\src\database\migrations\013_logistics_enhancements.sql"
"public.above","15","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\014_audit_system.sql","backend\src\database\migrations\014_audit_system.sql"
"public.above","15","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\017_ar_vr_schema.sql","backend\src\database\migrations\017_ar_vr_schema.sql"
"public.above","15","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\019_blockchain_traceability_schema.sql","backend\src\database\migrations\019_blockchain_traceability_schema.sql"
"public.above","15","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\030_institutional_procurement_schema.sql","backend\src\database\migrations\030_institutional_procurement_schema.sql"
"public.above","15","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\030_institutional_procurement_schema.sql","backend\src\database\migrations\030_institutional_procurement_schema.sql"
"public.above","15","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\031_iot_integration_schema.sql","backend\src\database\migrations\031_iot_integration_schema.sql"
"public.above","15","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\034_logistics_enhancement_schema.sql","backend\src\database\migrations\034_logistics_enhancement_schema.sql"
"public.above","15","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\034_logistics_enhancement_schema.sql","backend\src\database\migrations\034_logistics_enhancement_schema.sql"
"public.above","15","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\034_logistics_enhancement_schema.sql","backend\src\database\migrations\034_logistics_enhancement_schema.sql"
"public.above","15","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\034_logistics_enhancement_schema.sql","backend\src\database\migrations\034_logistics_enhancement_schema.sql"
"public.above","15","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\034_logistics_enhancement_schema.sql","backend\src\database\migrations\034_logistics_enhancement_schema.sql"
"public.above","15","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\034_logistics_enhancement_schema.sql","backend\src\database\migrations\034_logistics_enhancement_schema.sql"
"public.above","15","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\036_nutrition_intelligence_schema.sql","backend\src\database\migrations\036_nutrition_intelligence_schema.sql"
"public.above","15","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\045_voice_ai_schema.sql","backend\src\database\migrations\045_voice_ai_schema.sql"
"public.platform_configurations","4","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\014_platform_foundation_modules.sql","backend\src\database\migrations\014_platform_foundation_modules.sql"
"public.platform_configurations","4","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\1001_platform_configuration.sql","backend\src\database\migrations\1001_platform_configuration.sql"
"public.platform_configurations","4","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M001\model.sql","backend\src\modules\M001\model.sql"
"public.platform_configurations","4","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M002\model.sql","backend\src\modules\M002\model.sql"
"public.tenants","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\014_platform_foundation_modules.sql","backend\src\database\migrations\014_platform_foundation_modules.sql"
"public.tenants","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M003\model.sql","backend\src\modules\M003\model.sql"
"public.organizations","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\014_platform_foundation_modules.sql","backend\src\database\migrations\014_platform_foundation_modules.sql"
"public.organizations","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M004\model.sql","backend\src\modules\M004\model.sql"
"public.environments","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\014_platform_foundation_modules.sql","backend\src\database\migrations\014_platform_foundation_modules.sql"
"public.environments","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M005\model.sql","backend\src\modules\M005\model.sql"
"public.consents","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\014_platform_foundation_modules.sql","backend\src\database\migrations\014_platform_foundation_modules.sql"
"public.consents","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\3017_m017_consent_management.sql","backend\src\database\migrations\3017_m017_consent_management.sql"
"public.makes","3","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\017_ar_vr_schema.sql","backend\src\database\migrations\017_ar_vr_schema.sql"
"public.makes","3","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\031_iot_integration_schema.sql","backend\src\database\migrations\031_iot_integration_schema.sql"
"public.makes","3","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\045_voice_ai_schema.sql","backend\src\database\migrations\045_voice_ai_schema.sql"
"public.IF","3","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\023_engineering_schema.sql","backend\src\database\migrations\023_engineering_schema.sql"
"public.IF","3","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\999_schema_reconciliation.sql","backend\src\database\migrations\999_schema_reconciliation.sql"
"public.IF","3","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\999_zz_tender_bids_collision_repair.sql","backend\src\database\migrations\999_zz_tender_bids_collision_repair.sql"
"public.and","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\041_rural_life_os_schema.sql","backend\src\database\migrations\041_rural_life_os_schema.sql"
"public.and","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\041_rural_life_os_schema.sql","backend\src\database\migrations\041_rural_life_os_schema.sql"
"public.body","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\046_advanced_voice_ai_tables.sql","backend\src\database\migrations\046_advanced_voice_ai_tables.sql"
"public.body","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\046_advanced_voice_ai_tables.sql","backend\src\database\migrations\046_advanced_voice_ai_tables.sql"
"public.body","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\046_advanced_voice_ai_tables.sql","backend\src\database\migrations\046_advanced_voice_ai_tables.sql"
"public.body","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\046_advanced_voice_ai_tables.sql","backend\src\database\migrations\046_advanced_voice_ai_tables.sql"
"public.body","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\046_advanced_voice_ai_tables.sql","backend\src\database\migrations\046_advanced_voice_ai_tables.sql"
"public.body","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\047_gst_tables.sql","backend\src\database\migrations\047_gst_tables.sql"
"public.body","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\047_gst_tables.sql","backend\src\database\migrations\047_gst_tables.sql"
"public.body","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\047_gst_tables.sql","backend\src\database\migrations\047_gst_tables.sql"
"public.body","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\047_gst_tables.sql","backend\src\database\migrations\047_gst_tables.sql"
"public.body","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\047_gst_tables.sql","backend\src\database\migrations\047_gst_tables.sql"
"public.body","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\047_gst_tables.sql","backend\src\database\migrations\047_gst_tables.sql"
"public.body","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\047_gst_tables.sql","backend\src\database\migrations\047_gst_tables.sql"
"public.body","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\048_offline_payment_tables.sql","backend\src\database\migrations\048_offline_payment_tables.sql"
"public.body","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\048_offline_payment_tables.sql","backend\src\database\migrations\048_offline_payment_tables.sql"
"public.body","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\048_offline_payment_tables.sql","backend\src\database\migrations\048_offline_payment_tables.sql"
"public.body","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\048_offline_payment_tables.sql","backend\src\database\migrations\048_offline_payment_tables.sql"
"public.body","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\048_offline_payment_tables.sql","backend\src\database\migrations\048_offline_payment_tables.sql"
"public.body","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\048_offline_payment_tables.sql","backend\src\database\migrations\048_offline_payment_tables.sql"
"public.body","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\048_offline_payment_tables.sql","backend\src\database\migrations\048_offline_payment_tables.sql"
"public.body","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\048_offline_payment_tables.sql","backend\src\database\migrations\048_offline_payment_tables.sql"
"public.body","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\048_offline_payment_tables.sql","backend\src\database\migrations\048_offline_payment_tables.sql"
"public.body","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\049_offline_sync_tables.sql","backend\src\database\migrations\049_offline_sync_tables.sql"
"public.body","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\049_offline_sync_tables.sql","backend\src\database\migrations\049_offline_sync_tables.sql"
"public.body","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\049_offline_sync_tables.sql","backend\src\database\migrations\049_offline_sync_tables.sql"
"public.body","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\049_offline_sync_tables.sql","backend\src\database\migrations\049_offline_sync_tables.sql"
"public.body","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\049_offline_sync_tables.sql","backend\src\database\migrations\049_offline_sync_tables.sql"
"public.body","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\049_offline_sync_tables.sql","backend\src\database\migrations\049_offline_sync_tables.sql"
"public.body","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\049_offline_sync_tables.sql","backend\src\database\migrations\049_offline_sync_tables.sql"
"public.body","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\049_offline_sync_tables.sql","backend\src\database\migrations\049_offline_sync_tables.sql"
"public.body","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\050_sms_auth_tables.sql","backend\src\database\migrations\050_sms_auth_tables.sql"
"public.body","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\050_sms_auth_tables.sql","backend\src\database\migrations\050_sms_auth_tables.sql"
"public.body","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\050_sms_auth_tables.sql","backend\src\database\migrations\050_sms_auth_tables.sql"
"public.body","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\050_sms_auth_tables.sql","backend\src\database\migrations\050_sms_auth_tables.sql"
"public.body","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\050_sms_auth_tables.sql","backend\src\database\migrations\050_sms_auth_tables.sql"
"public.is","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\046_advanced_voice_ai_tables.sql","backend\src\database\migrations\046_advanced_voice_ai_tables.sql"
"public.is","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\046_advanced_voice_ai_tables.sql","backend\src\database\migrations\046_advanced_voice_ai_tables.sql"
"public.is","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\046_advanced_voice_ai_tables.sql","backend\src\database\migrations\046_advanced_voice_ai_tables.sql"
"public.is","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\046_advanced_voice_ai_tables.sql","backend\src\database\migrations\046_advanced_voice_ai_tables.sql"
"public.is","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\046_advanced_voice_ai_tables.sql","backend\src\database\migrations\046_advanced_voice_ai_tables.sql"
"public.is","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\047_gst_tables.sql","backend\src\database\migrations\047_gst_tables.sql"
"public.is","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\047_gst_tables.sql","backend\src\database\migrations\047_gst_tables.sql"
"public.is","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\047_gst_tables.sql","backend\src\database\migrations\047_gst_tables.sql"
"public.is","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\047_gst_tables.sql","backend\src\database\migrations\047_gst_tables.sql"
"public.is","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\047_gst_tables.sql","backend\src\database\migrations\047_gst_tables.sql"
"public.is","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\047_gst_tables.sql","backend\src\database\migrations\047_gst_tables.sql"
"public.is","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\047_gst_tables.sql","backend\src\database\migrations\047_gst_tables.sql"
"public.is","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\048_offline_payment_tables.sql","backend\src\database\migrations\048_offline_payment_tables.sql"
"public.is","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\048_offline_payment_tables.sql","backend\src\database\migrations\048_offline_payment_tables.sql"
"public.is","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\048_offline_payment_tables.sql","backend\src\database\migrations\048_offline_payment_tables.sql"
"public.is","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\048_offline_payment_tables.sql","backend\src\database\migrations\048_offline_payment_tables.sql"
"public.is","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\048_offline_payment_tables.sql","backend\src\database\migrations\048_offline_payment_tables.sql"
"public.is","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\048_offline_payment_tables.sql","backend\src\database\migrations\048_offline_payment_tables.sql"
"public.is","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\048_offline_payment_tables.sql","backend\src\database\migrations\048_offline_payment_tables.sql"
"public.is","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\048_offline_payment_tables.sql","backend\src\database\migrations\048_offline_payment_tables.sql"
"public.is","34","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\048_offline_payment_tables.sql","backend\src\database\migrations\048_offline_payment_tables.sql"
